FY19,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT,FID
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,130456,3486
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,9968,3487
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,32400,3488
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,16118,3489
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,29632,3490
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,165,3491
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,3000,3492
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,8010,Contractual Services,7000,3493
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,8011,Contract Employees-Temporary Services,35000,3494
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,8240,Fees,23826,3495
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,8510,Postage,18000,3496
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,9110,Other Travel & Training,250,3497
FY19,Public Services,Environmental Services,Energy & Sustainability,8000 - Energy & Sustainability,5910,Water Operations,EXPENSE,Other Services and Charges,9100,Professional Development,2207,3498
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Personnel Services,7105,Employers FICA,7260,3499
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,100,3500
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,1000,3501
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,10462,3502
FY19,Treasury,Treasurer,Parking Violations,1010 - Parking Violations,1010,General Fund Operating,EXPENSE,Other Services and Charges,9470,Employee Parking,4900,3503
FY19,Treasury,Treasurer,Mail Processing,1020 - Mail Processing,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,2500,3504
FY19,Treasury,Treasurer,Mail Processing,1020 - Mail Processing,1010,General Fund Operating,EXPENSE,Other Services and Charges,8010,Contractual Services,59500,3505
FY19,Treasury,Treasurer,Mail Processing,1020 - Mail Processing,1010,General Fund Operating,EXPENSE,Other Services and Charges,8510,Postage,10000,3506
FY19,Treasury,Treasurer,Mail Processing,1020 - Mail Processing,1010,General Fund Operating,EXPENSE,Other Services and Charges,9340,Maintenance Service,500,3507
FY19,Treasury,Treasurer,Mail Processing,1020 - Mail Processing,1010,General Fund Operating,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,3000,3508
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Personnel Services,7110,Hospitalization Insurance,2880,3509
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Personnel Services,7110,Hospitalization Insurance,21600,3510
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,2608,3511
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,11744,3512
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,4807,3513
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,21581,3514
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Personnel Services,7135,Unemployment Compensation,24,3515
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Personnel Services,7135,Unemployment Compensation,144,3516
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Supplies,7520,Supplies,300,3517
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Supplies,7520,Supplies,3500,3518
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Other Services and Charges,8010,Contractual Services,10000,3519
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Other Services and Charges,8240,Fees,163851,3520
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Other Services and Charges,8240,Fees,526000,3521
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Other Services and Charges,8450,Claims,1319,3522
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Other Services and Charges,8450,Claims,3100,3523
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Other Services and Charges,8510,Postage,140,3524
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Other Services and Charges,8510,Postage,1250,3525
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Other Services and Charges,9340,Maintenance Service,600,3526
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,8880,3527
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Other Services and Charges,9470,Employee Parking,8400,3528
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Other Services and Charges,9480,Computer Services-from IT,4483,3529
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Other Services and Charges,9480,Computer Services-from IT,30696,3530
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,2260,Refuse Collection,EXPENSE,Capital Outlays,9760,Equipment,150,3531
FY19,Treasury,Treasurer,Payment Processing,4010 - Payment Processing,5910,Water Operations,EXPENSE,Capital Outlays,9760,Equipment,500,3532
FY19,Adminitrative Services,Admin Services Support,Diversity & Incl-Op,1020 - Diversity & Incl-Op,1010,General Fund Operating,REVENUE,Charges for Services,6260,Service Fees-General,300,3533
FY19,Adminitrative Services,Human Resources,Health Insurance,2150 - Health Insurance,6770,Health Insurance,REVENUE,Charges for Services,6351,Health Ins-Active,20392803,3534
FY19,Adminitrative Services,Human Resources,Health Insurance,2150 - Health Insurance,6770,Health Insurance,REVENUE,Other Revenues,6765,Employee Contribution-Health Care,5706775,3535
FY19,Adminitrative Services,Human Resources,Over 65 Health Care,2200 - Over 65 Health Care,6770,Health Insurance,REVENUE,Charges for Services,6354,Medicare Supplement,642863,3536
FY19,Adminitrative Services,Human Resources,Over 65 Health Care,2200 - Over 65 Health Care,6770,Health Insurance,REVENUE,Charges for Services,6355,Retiree Contribution-Health Care,651634,3537
FY19,Adminitrative Services,Admin Services Support,Rosa Parks Activities,4000 - Rosa Parks Activities,1553,CRC-Rosa  Activities,REVENUE,Investment Income & Rentals,6651,Interest on Investment,414,3538
FY19,Adminitrative Services,Admin Services Support,Rosa Parks Activities,4000 - Rosa Parks Activities,1553,CRC-Rosa  Activities,REVENUE,Other Revenues,6743,Restricted Contributions,80000,3539
FY19,Adminitrative Services,Human Resources,Workers Comp,5200 - Workers Comp,6771,Other Reserves-Insurance,REVENUE,Charges for Services,6357,Workers Comp Service Charge,1382612,3540
FY19,Adminitrative Services,Human Resources,WC-Lost Wages,5201 - WC-Lost Wages,6771,Other Reserves-Insurance,REVENUE,Charges for Services,6357,Workers Comp Service Charge,135340,3541
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,REVENUE,Charges for Services,6373,Insurance-General,1860357,3542
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,REVENUE,Other Revenues,6767,Reimbursement-Insurance,162993,3543
FY19,Adminitrative Services,Human Resources,Insurance-Bldg & Contents,5400 - Insurance-Bldg & Contents,6771,Other Reserves-Insurance,REVENUE,Other Revenues,6871,Refunds-Rebates,120496,3544
FY19,Adminitrative Services,Human Resources,Risk Mgt Admin,5500 - Risk Mgt Admin,6771,Other Reserves-Insurance,REVENUE,Charges for Services,6358,Unemployment Premiums,200000,3545
FY19,Adminitrative Services,Human Resources,Risk Mgt Admin,5500 - Risk Mgt Admin,6771,Other Reserves-Insurance,REVENUE,Charges for Services,6373,Insurance-General,183213,3546
FY19,Attorney's Office,Attorney,Civil Litigation,2000 - Civil Litigation,1010,General Fund Operating,REVENUE,Charges for Services,6260,Service Fees-General,4500,3547
FY19,Authorities,SmartZone LDFA,Administration,1000 - Administration,2500,SmartZone LDFA,REVENUE,Taxes,4020,Real Property Taxes,1141873,3548
FY19,Authorities,Downtown Development Authority,Administration,1000 - Administration,2482,DDA School Tax Increment,REVENUE,Taxes,4020,Real Property Taxes,9254822,3549
FY19,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,REVENUE,Taxes,4020,Real Property Taxes,6194735,3550
FY19,Authorities,Tax Increment Financing Authority,Administration,1000 - Administration,2470,Tax Increment Finance Authority,REVENUE,Taxes,4020,Real Property Taxes,417410,3551
FY19,Authorities,SmartZone LDFA,Administration,1000 - Administration,2500,SmartZone LDFA,REVENUE,Taxes,4140,"Allowance for Refunds-BOR, MTT",-60000,3552
FY19,Authorities,Downtown Development Authority,Administration,1000 - Administration,2482,DDA School Tax Increment,REVENUE,Taxes,4140,"Allowance for Refunds-BOR, MTT",-75000,3553
FY19,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,REVENUE,Taxes,4140,"Allowance for Refunds-BOR, MTT",-75000,3554
FY19,Public Services,Environmental Services,Energy & Sustainability,8000 - Energy & Sustainability,5900,Sewer Disposal Operations,EXPENSE,Other Services and Charges,9130,Local Business Expense,225,3555
FY19,Public Services,Environmental Services,Energy & Sustainability,8000 - Energy & Sustainability,5910,Water Operations,EXPENSE,Other Services and Charges,9130,Local Business Expense,225,3556
FY19,Public Services,Environmental Services,Energy & Sustainability,8000 - Energy & Sustainability,5140,Parking Operating,EXPENSE,Other Services and Charges,9150,Memberships,788,3557
FY19,Public Services,Environmental Services,Energy & Sustainability,8000 - Energy & Sustainability,5900,Sewer Disposal Operations,EXPENSE,Other Services and Charges,9150,Memberships,1126,3558
FY19,Public Services,Environmental Services,Energy & Sustainability,8000 - Energy & Sustainability,5910,Water Operations,EXPENSE,Other Services and Charges,9150,Memberships,1126,3559
FY19,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,EXPENSE,Capital Outlays,9880,Construction In Progress,293008,3560
FY19,Public Services,Streets,Capital Admin,9000 - Capital Admin,2040,Vital Streets-Major,EXPENSE,Other Financing,9953,Operating Trans-Capt Projects,493008,3561
FY19,Public Services,Streets,Capital Admin,9000 - Capital Admin,4090,Vital Str Cap-Non Bond,EXPENSE,Other Financing,9955,Operating Trans-Misc,200000,3562
FY19,Public Services,Water,Capital Projects,9000 - Capital Projects,5911,Water Replacement,EXPENSE,Capital Outlays,9880,Construction In Progress,11977000,3563
FY19,Public Services,Water,Capital Projects,9000 - Capital Projects,5915,WSS Revenue Bonds 2018,EXPENSE,Capital Outlays,9880,Construction In Progress,26021000,3564
FY19,Public Services,Stormwater,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,EXPENSE,Capital Outlays,9880,Construction In Progress,7225726,3565
FY19,Public Services,Parks and Recreation,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,EXPENSE,Capital Outlays,9880,Construction In Progress,50000,3566
FY19,Public Services,Environmental Services,Capital Projects,9000 - Capital Projects,5902,Sewer Improvement,EXPENSE,Capital Outlays,9880,Construction In Progress,20056500,3567
FY19,Public Services,Environmental Services,Capital Projects,9000 - Capital Projects,5907,2018 SDS Revenue Bonds,EXPENSE,Capital Outlays,9880,Construction In Progress,4800000,3568
FY19,Public Services,Street Lighting,Capital Projects-Other,9000 - Capital Projects-Other,4010,Capital Improvement,EXPENSE,Capital Outlays,9760,Equipment,108000,3569
FY19,Public Services,Street Lighting,Capital Projects-Other,9000 - Capital Projects-Other,4010,Capital Improvement,EXPENSE,Capital Outlays,9880,Construction In Progress,9892000,3570
FY19,Public Services,Traffic Safety,Signal Expansion Projects,9000 - Signal Expansion Projects,4010,Capital Improvement,EXPENSE,Capital Outlays,9880,Construction In Progress,83500,3571
FY19,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,EXPENSE,Capital Outlays,9885,Street Preventative Maintenance,111708,3572
FY19,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,EXPENSE,Capital Outlays,9890,Street Rehabilitation,509704,3573
FY19,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,EXPENSE,Capital Outlays,9895,Street Reconstruction,806308,3574
FY19,Public Services,Streets,Major Non-FAU Projects,9020 - Major Non-FAU Projects,4090,Vital Str Cap-Non Bond,EXPENSE,Capital Outlays,9895,Street Reconstruction,440000,3575
FY19,Public Services,Streets,Local Projects,9030 - Local Projects,4090,Vital Str Cap-Non Bond,EXPENSE,Capital Outlays,9895,Street Reconstruction,959966,3576
FY19,Public Services,Streets,Bridge Projects,9040 - Bridge Projects,4090,Vital Str Cap-Non Bond,EXPENSE,Capital Outlays,9880,Construction In Progress,70000,3577
FY19,Public Services,Streets,Traffic Safety Projects,9050 - Traffic Safety Projects,4090,Vital Str Cap-Non Bond,EXPENSE,Capital Outlays,9880,Construction In Progress,277000,3578
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,282857,3579
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,21647,3580
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,45360,3581
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,35066,3582
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,64491,3583
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,384,3584
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,15000,3585
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Supplies,7910,Subscriptions and Publications,500,3586
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8505,Employee Phone Reimbursement,100,3587
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8510,Postage,1000,3588
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9000,Printing & Publishing,3000,3589
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9100,Professional Development,10000,3590
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,2100,3591
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,70,3592
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,47656,3593
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9450,311 Call Center Services,1040,3594
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9470,Employee Parking,8016,3595
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9480,Computer Services-from IT,75029,3596
FY19,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Capital Outlays,9805,Computer Equipment,2000,3597
FY19,Retirement Activities,City Retirement System Office,Administration,1000 - Administration,7050,City Retirement System Office,EXPENSE,Personnel Services,7020,Full Time Employees,318612,3598
FY19,Retirement Activities,City Retirement System Office,Administration,1000 - Administration,7050,City Retirement System Office,EXPENSE,Personnel Services,7105,Employers FICA,24372,3599
FY19,Retirement Activities,City Retirement System Office,Administration,1000 - Administration,7050,City Retirement System Office,EXPENSE,Personnel Services,7110,Hospitalization Insurance,57600,3600
FY19,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,REVENUE,Charges for Services,6441,Refuse Cart Program,5063415,3601
FY19,Public Services,Refuse,Operations-PAYT,1100 - Operations-PAYT,2260,Refuse Collection,REVENUE,Charges for Services,6443,Refuse-Bags,85000,3602
FY19,Public Services,Refuse,Appliance-Refuse,1200 - Appliance-Refuse,2260,Refuse Collection,REVENUE,Charges for Services,6444,Refuse-Tags,9000,3603
FY19,Public Services,Refuse,Bulk Items-Refuse,1300 - Bulk Items-Refuse,2260,Refuse Collection,REVENUE,Charges for Services,6444,Refuse-Tags,156000,3604
FY19,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,REVENUE,Charges for Services,6442,Refuse-Yard Bags,550000,3605
FY19,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,REVENUE,Charges for Services,6444,Refuse-Tags,200000,3606
FY19,Public Services,Refuse,Curbside-Yard Waste,1600 - Curbside-Yard Waste,2260,Refuse Collection,REVENUE,Charges for Services,6445,Refuse-Carts,20000,3607
FY19,Public Services,Refuse,Recycling,1700 - Recycling,2260,Refuse Collection,REVENUE,Charges for Services,6445,Refuse-Carts,5500,3608
FY19,Public Services,Parks and Recreation,Maintenance,2000 - Maintenance,2080,Parks & Recreation,REVENUE,Charges for Services,6260,Service Fees-General,52000,3609
FY19,Public Services,Parks and Recreation,Maintenance,2000 - Maintenance,2080,Parks & Recreation,REVENUE,Charges for Services,6423,Sale of Scrap Material,500,3610
FY19,Public Services,Golf Course,Operations,2010 - Operations,5840,Golf Course,REVENUE,Charges for Services,6421,Sales-General,1500,3611
FY19,Public Services,Golf Course,Operations,2010 - Operations,5840,Golf Course,REVENUE,Charges for Services,6513,Recreation Registration Fees,395580,3612
FY19,Public Services,Golf Course,Operations,2010 - Operations,5840,Golf Course,REVENUE,Investment Income & Rentals,6671,Rentals-Facilities,1500,3613
FY19,Public Services,Golf Course,Pro Shop,2020 - Pro Shop,5840,Golf Course,REVENUE,Charges for Services,6421,Sales-General,17361,3614
FY19,Public Services,Golf Course,Pro Shop,2020 - Pro Shop,5840,Golf Course,REVENUE,Charges for Services,6511,Admissions,14500,3615
FY19,Public Services,Golf Course,Concessions,2030 - Concessions,5840,Golf Course,REVENUE,Charges for Services,6451,Concessions,79134,3616
FY19,Public Services,Golf Course,Carts,2040 - Carts,5840,Golf Course,REVENUE,Charges for Services,6421,Sales-General,143188,3617
FY19,Public Services,Golf Course,Driving Range,2060 - Driving Range,5840,Golf Course,REVENUE,Charges for Services,6513,Recreation Registration Fees,77500,3618
FY19,Public Services,Stormwater,Air Poll-Admin General,3000 - Air Poll-Admin General,1010,General Fund Operating,REVENUE,State Grants,5522,MI Dept of Environmental Quality,229365,3619
FY19,Public Services,Streets,Street Maintenance-Admin,3010 - Street Maintenance-Admin,2020,Major Streets,REVENUE,Other Financing Sources,6995,Operating Transfers-Misc,160000,3620
FY19,Public Services,Streets,Street Maintenance-Admin,3010 - Street Maintenance-Admin,2030,Local Streets,REVENUE,Other Financing Sources,6995,Operating Transfers-Misc,40000,3621
FY19,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,REVENUE,Charges for Services,6300,Signal System Maintenance,675000,3622
FY19,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,REVENUE,Charges for Services,6302,Signal System Improvement,435000,3623
FY19,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,REVENUE,Charges for Services,6423,Sale of Scrap Material,1600,3624
FY19,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,REVENUE,Investment Income & Rentals,6671,Rentals-Facilities,85000,3625
FY19,Public Services,Traffic Safety,Signal Maint-Miscellaneous,3140 - Signal Maint-Miscellaneous,2020,Major Streets,REVENUE,Other Revenues,6771,Claims-Damage-Accident Billings,20000,3626
FY19,Public Services,Traffic Safety,Computerized Intersections,3200 - Computerized Intersections,2020,Major Streets,REVENUE,Federal Grants,5022,Dept Transportation-Pass Thru,420000,3627
FY19,Public Services,Parks and Recreation,Forestry-Corridors Major,3200 - Forestry-Corridors Major,2080,Parks & Recreation,REVENUE,Other Financing Sources,6991,Operating Transfers-Subsidy,397567,3628
FY19,Public Services,Parks and Recreation,Forestry-Corridors Major,3200 - Forestry-Corridors Major,2080,Parks & Recreation,REVENUE,Other Financing Sources,6995,Operating Transfers-Misc,100000,3629
FY19,Public Services,Cemetery,Fairplains,3510 - Fairplains,5020,Cemetery Operating,REVENUE,Charges for Services,6260,Service Fees-General,3500,3630
FY19,Public Services,Cemetery,Fairplains,3510 - Fairplains,5020,Cemetery Operating,REVENUE,Charges for Services,6361,Cemeteries Foundations,15000,3631
FY19,Public Services,Cemetery,Fairplains,3510 - Fairplains,5020,Cemetery Operating,REVENUE,Charges for Services,6363,Cemeteries Burials,174000,3632
FY19,Public Services,Cemetery,Fairplains,3510 - Fairplains,5020,Cemetery Operating,REVENUE,Charges for Services,6426,Cemetery Lot Sales,50000,3633
FY19,Public Services,Cemetery,Fairplains,3510 - Fairplains,5020,Cemetery Operating,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,1500,3634
FY19,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,REVENUE,Charges for Services,6260,Service Fees-General,500,3635
FY19,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,REVENUE,Charges for Services,6361,Cemeteries Foundations,1000,3636
FY19,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,REVENUE,Charges for Services,6363,Cemeteries Burials,5000,3637
FY19,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,REVENUE,Charges for Services,6421,Sales-General,1000,3638
FY19,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,500,3639
FY19,Public Services,Cemetery,Greenwood,3530 - Greenwood,5020,Cemetery Operating,REVENUE,Charges for Services,6260,Service Fees-General,2800,3640
FY19,Public Services,Cemetery,Greenwood,3530 - Greenwood,5020,Cemetery Operating,REVENUE,Charges for Services,6361,Cemeteries Foundations,8848,3641
FY19,Public Services,Cemetery,Greenwood,3530 - Greenwood,5020,Cemetery Operating,REVENUE,Charges for Services,6363,Cemeteries Burials,50000,3642
FY19,Public Services,Cemetery,Greenwood,3530 - Greenwood,5020,Cemetery Operating,REVENUE,Charges for Services,6426,Cemetery Lot Sales,8000,3643
FY19,Public Services,Cemetery,Greenwood,3530 - Greenwood,5020,Cemetery Operating,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,1500,3644
FY19,Public Services,Cemetery,Oakgrove,3540 - Oakgrove,5020,Cemetery Operating,REVENUE,Charges for Services,6361,Cemeteries Foundations,1350,3645
FY19,Public Services,Cemetery,Oakgrove,3540 - Oakgrove,5020,Cemetery Operating,REVENUE,Charges for Services,6363,Cemeteries Burials,10000,3646
FY19,Public Services,Cemetery,Oakgrove,3540 - Oakgrove,5020,Cemetery Operating,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,500,3647
FY19,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,REVENUE,Charges for Services,6260,Service Fees-General,3000,3648
FY19,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,REVENUE,Charges for Services,6361,Cemeteries Foundations,5500,3649
FY19,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,REVENUE,Charges for Services,6363,Cemeteries Burials,33000,3650
FY19,Economic Development,Parking,Off Street-GR Museum,4008 - Off Street-GR Museum,5140,Parking Operating,REVENUE,Charges for Services,6261,Administration Services,-252450,3651
FY19,Retirement Activities,Retiree Health Care,Retiree Health Care Ben,2000 - Retiree Health Care Ben,7371,General Retiree Health Care Fund,REVENUE,Charges for Services,6352,Health Ins-Inactive,5288487,3652
FY19,Treasury,Treasurer,Property Taxes,3010 - Property Taxes,4011,Capital Reserve,REVENUE,Taxes,4260,Payment In Lieu of Taxes,26916,3653
FY19,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,REVENUE,Charges for Services,6421,Sales-General,100,3654
FY19,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,1000,3655
FY19,Public Services,Cemetery,Woodlawn,3560 - Woodlawn,5020,Cemetery Operating,REVENUE,Charges for Services,6260,Service Fees-General,15200,3656
FY19,Public Services,Cemetery,Woodlawn,3560 - Woodlawn,5020,Cemetery Operating,REVENUE,Charges for Services,6361,Cemeteries Foundations,30000,3657
FY19,Public Services,Cemetery,Woodlawn,3560 - Woodlawn,5020,Cemetery Operating,REVENUE,Charges for Services,6363,Cemeteries Burials,245000,3658
FY19,Public Services,Cemetery,Woodlawn,3560 - Woodlawn,5020,Cemetery Operating,REVENUE,Charges for Services,6426,Cemetery Lot Sales,52000,3659
FY19,Public Services,Cemetery,Woodlawn,3560 - Woodlawn,5020,Cemetery Operating,REVENUE,Other Financing Sources,6993,Operating Transfers-Capital Projects,4000,3660
FY19,Public Services,Parks and Recreation,Pools-Open Swim,4010 - Pools-Open Swim,2080,Parks & Recreation,REVENUE,Charges for Services,6451,Concessions,7300,3661
